,name,party,district,role,people_id,committee_sponsor,all_sponsored_bills_count,unspecified_sponsored_bills_count,primary_sponsored_bills_count,co_sponsored_bills_count,joint_sponsored_bills_count,all_sponsored_bills,unspecified_sponsored_bills,primary_sponsored_bills,co_sponsored_bills,joint_sponsored_bills,all_sponsored_bills_status,unspecified_sponsored_bills_status,primary_sponsored_bills_status,co_sponsored_bills_status,joint_sponsored_bills_status,all_sponsored_bills_passed,unspecified_sponsored_bills_passed,primary_sponsored_bills_passed,co_sponsored_bills_passed,joint_sponsored_bills_passed,all_sponsored_bills_avg,unspecified_sponsored_bills_avg,primary_sponsored_bills_avg,co_sponsored_bills_avg,joint_sponsored_bills_avg
0,Stephen Lafferty,D,HD042A,Rep,4577,0,79,0,12,67,0,"[1135301, 1135325, 1153917, 1157068, 1161274, 1161285, 1161287, 1161882, 1162974, 1162823, 1163063, 1162757, 1168060, 1168034, 1167967, 1167990, 1173088, 1172917, 1177683, 1177516, 1177661, 1177555, 1177494, 1180388, 1180364, 1180303, 1180310, 1182341, 1182349, 1182311, 1182335, 1182322, 1184988, 1185033, 1184978, 1185044, 1184980, 1184941, 1188698, 1188881, 1188620, 1188957, 1188656, 1188925, 1188802, 1191532, 1191462, 1194116, 1194042, 1194186, 1194178, 1194168, 1196326, 1196793, 1196273, 1196217, 1196472, 1196957, 1196829, 1196719, 1196579, 1197029, 1196616, 1196411, 1196554, 1196979, 1196901, 1196565, 1196813, 1196636, 1196777, 1196733, 1196431, 1196458, 1196703, 1198155, 1209494, 1215347, 1223521]",[],"[1135301, 1157068, 1161287, 1161882, 1168034, 1173088, 1180310, 1182322, 1185044, 1184980, 1194168, 1198155]","[1135325, 1153917, 1161274, 1161285, 1162974, 1162823, 1163063, 1162757, 1168060, 1167967, 1167990, 1172917, 1177683, 1177516, 1177661, 1177555, 1177494, 1180388, 1180364, 1180303, 1182341, 1182349, 1182311, 1182335, 1184988, 1185033, 1184978, 1184941, 1188698, 1188881, 1188620, 1188957, 1188656, 1188925, 1188802, 1191532, 1191462, 1194116, 1194042, 1194186, 1194178, 1196326, 1196793, 1196273, 1196217, 1196472, 1196957, 1196829, 1196719, 1196579, 1197029, 1196616, 1196411, 1196554, 1196979, 1196901, 1196565, 1196813, 1196636, 1196777, 1196733, 1196431, 1196458, 1196703, 1209494, 1215347, 1223521]",[],"[1, 2, 1, 2, 1, 3, 2, 1, 1, 1, 2, 1, 4, 3, 3, 3, 3, 2, 4, 3, 1, 4, 1, 1, 1, 2, 1, 3, 3, 3, 1, 1, 3, 3, 1, 1, 1, 3, 1, 2, 3, 1, 1, 1, 1, 3, 1, 3, 1, 1, 3, 3, 3, 2, 3, 1, 2, 3, 3, 3, 1, 1, 3, 1, 1, 2, 2, 1, 1, 2, 3, 2, 3, 3, 1, 2, 3, 1, 3]",[],"[1, 2, 2, 1, 3, 3, 1, 1, 1, 1, 3, 2]","[2, 1, 1, 3, 1, 1, 2, 1, 4, 3, 3, 2, 4, 3, 1, 4, 1, 1, 1, 2, 3, 3, 3, 1, 3, 3, 1, 3, 1, 2, 3, 1, 1, 1, 1, 3, 1, 3, 1, 1, 3, 3, 2, 3, 1, 2, 3, 3, 3, 1, 1, 3, 1, 1, 2, 2, 1, 1, 2, 3, 2, 3, 3, 1, 3, 1, 3]",[],31,0,3,28,0,0.3924050632911392,0.0,0.25,0.417910447761194,0.0
1,Cheryl Glenn,D,HD045,Rep,4544,0,103,0,27,76,0,"[1135241, 1135281, 1135248, 1135310, 1135304, 1135279, 1135267, 1135250, 1135286, 1135245, 1157069, 1157076, 1161274, 1161298, 1163011, 1167533, 1168060, 1167990, 1173129, 1177690, 1177647, 1177555, 1177654, 1177463, 1177551, 1180296, 1180356, 1182288, 1184941, 1188932, 1188747, 1188620, 1188738, 1188921, 1188925, 1188714, 1188713, 1191491, 1191468, 1191462, 1194116, 1194178, 1194199, 1196233, 1196793, 1196260, 1196273, 1196217, 1196356, 1196195, 1196472, 1196740, 1196412, 1196716, 1196563, 1196576, 1196956, 1196583, 1196829, 1196658, 1196745, 1196428, 1196579, 1196711, 1196992, 1196401, 1196471, 1196610, 1196561, 1196985, 1196502, 1196669, 1196407, 1196688, 1196848, 1197011, 1196411, 1196397, 1196388, 1196900, 1196383, 1196769, 1196881, 1196565, 1196635, 1196522, 1196632, 1196455, 1196643, 1196604, 1196379, 1205508, 1205317, 1205156, 1205385, 1208284, 1210816, 1210829, 1210774, 1223521, 1196568, 1229657, 1240823]",[],"[1135241, 1135281, 1135248, 1135310, 1135304, 1135279, 1135267, 1135250, 1135286, 1135245, 1177463, 1177551, 1196716, 1196576, 1196956, 1196583, 1196688, 1196900, 1196881, 1196522, 1205508, 1205317, 1205156, 1205385, 1210816, 1210829, 1210774]","[1157069, 1157076, 1161274, 1161298, 1163011, 1167533, 1168060, 1167990, 1173129, 1177690, 1177647, 1177555, 1177654, 1180296, 1180356, 1182288, 1184941, 1188932, 1188747, 1188620, 1188738, 1188921, 1188925, 1188714, 1188713, 1191491, 1191468, 1191462, 1194116, 1194178, 1194199, 1196233, 1196793, 1196260, 1196273, 1196217, 1196356, 1196195, 1196472, 1196740, 1196412, 1196563, 1196829, 1196658, 1196745, 1196428, 1196579, 1196711, 1196992, 1196401, 1196471, 1196610, 1196561, 1196985, 1196502, 1196669, 1196407, 1196848, 1197011, 1196411, 1196397, 1196388, 1196383, 1196769, 1196565, 1196635, 1196632, 1196455, 1196643, 1196604, 1196379, 1208284, 1223521, 1196568, 1229657, 1240823]",[],"[1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 3, 3, 1, 2, 3, 3, 4, 3, 2, 3, 1, 4, 1, 1, 1, 2, 2, 1, 3, 2, 3, 3, 3, 3, 1, 1, 2, 3, 2, 1, 3, 3, 1, 2, 2, 2, 3, 1, 1, 1, 2, 3, 1, 1, 3, 1, 1, 3, 3, 3, 1, 2, 1, 2, 2, 3, 3, 2, 1, 3, 2, 1, 1, 3, 3, 1, 1, 3, 1, 1, 3, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 3, 1, 3, 2]",[],"[1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1]","[3, 3, 1, 2, 3, 3, 4, 3, 2, 3, 1, 4, 1, 2, 2, 1, 3, 2, 3, 3, 3, 3, 1, 1, 2, 3, 2, 1, 3, 3, 1, 2, 2, 2, 3, 1, 1, 1, 2, 3, 1, 3, 3, 3, 1, 2, 1, 2, 2, 3, 3, 2, 1, 3, 2, 1, 1, 3, 1, 1, 3, 1, 3, 3, 1, 3, 1, 1, 1, 1, 1, 3, 3, 1, 3, 2]",[],36,0,4,32,0,0.34951456310679613,0.0,0.14814814814814814,0.42105263157894735,0.0
2,Alfred Carr,D,HD018,Rep,4547,0,125,0,13,112,0,"[1135257, 1135243, 1135310, 1135304, 1135329, 1135331, 1135300, 1135270, 1135289, 1135306, 1147681, 1153914, 1161261, 1161280, 1162960, 1162757, 1162921, 1168058, 1170283, 1172917, 1173159, 1177665, 1180349, 1180315, 1180307, 1180391, 1180303, 1182349, 1185033, 1185047, 1184941, 1185039, 1188881, 1188620, 1188892, 1188896, 1188641, 1188816, 1188985, 1188806, 1188645, 1188585, 1188810, 1188814, 1191503, 1191492, 1191518, 1191508, 1191505, 1191532, 1191459, 1191478, 1191462, 1194116, 1194042, 1194186, 1194178, 1194199, 1196285, 1196209, 1196326, 1196220, 1196793, 1196260, 1196341, 1196347, 1196323, 1196267, 1196193, 1196336, 1196159, 1196273, 1196356, 1196472, 1196829, 1196658, 1196543, 1196807, 1196684, 1196578, 1196622, 1196755, 1196855, 1196537, 1196719, 1196428, 1197001, 1197007, 1196579, 1196638, 1196736, 1196610, 1196996, 1196502, 1196532, 1196673, 1196693, 1197029, 1197011, 1196702, 1196411, 1196446, 1197003, 1196533, 1196918, 1196980, 1196769, 1196528, 1196565, 1196767, 1196825, 1196566, 1196507, 1196497, 1196674, 1196612, 1196835, 1196458, 1196877, 1196730, 1196919, 1214131, 1243029, 1196568, 1229657]",[],"[1135257, 1135243, 1135329, 1135331, 1135270, 1135289, 1135306, 1161261, 1161280, 1180307, 1196755, 1196537, 1196877]","[1135310, 1135304, 1135300, 1147681, 1153914, 1162960, 1162757, 1162921, 1168058, 1170283, 1172917, 1173159, 1177665, 1180349, 1180315, 1180391, 1180303, 1182349, 1185033, 1185047, 1184941, 1185039, 1188881, 1188620, 1188892, 1188896, 1188641, 1188816, 1188985, 1188806, 1188645, 1188585, 1188810, 1188814, 1191503, 1191492, 1191518, 1191508, 1191505, 1191532, 1191459, 1191478, 1191462, 1194116, 1194042, 1194186, 1194178, 1194199, 1196285, 1196209, 1196326, 1196220, 1196793, 1196260, 1196341, 1196347, 1196323, 1196267, 1196193, 1196336, 1196159, 1196273, 1196356, 1196472, 1196829, 1196658, 1196543, 1196807, 1196684, 1196578, 1196622, 1196855, 1196719, 1196428, 1197001, 1197007, 1196579, 1196638, 1196736, 1196610, 1196996, 1196502, 1196532, 1196673, 1196693, 1197029, 1197011, 1196702, 1196411, 1196446, 1197003, 1196533, 1196918, 1196980, 1196769, 1196528, 1196565, 1196767, 1196825, 1196566, 1196507, 1196497, 1196674, 1196612, 1196835, 1196458, 1196730, 1196919, 1214131, 1243029, 1196568, 1229657]",[],"[1, 1, 3, 2, 2, 1, 3, 1, 3, 2, 3, 3, 1, 2, 3, 1, 3, 3, 3, 2, 3, 3, 3, 1, 3, 3, 2, 3, 3, 3, 3, 1, 2, 3, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 4, 1, 3, 3, 3, 1, 1, 1, 3, 1, 1, 3, 1, 3, 1, 3, 3, 2, 2, 1, 3, 3, 1, 3, 1, 1, 3, 1, 2, 3, 3, 1, 3, 2, 2, 1, 1, 2, 1, 3, 2, 2, 3, 1, 3, 3, 2, 1, 2, 3, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 3, 3, 1, 1, 2, 2, 3, 1, 1, 1, 2, 2, 3, 1, 2, 3, 3, 3, 1, 3]",[],"[1, 1, 2, 1, 1, 3, 2, 1, 2, 3, 1, 1, 1]","[3, 2, 3, 3, 3, 3, 1, 3, 3, 3, 2, 3, 3, 3, 1, 3, 2, 3, 3, 3, 3, 1, 2, 3, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 4, 1, 3, 3, 3, 1, 1, 1, 3, 1, 1, 3, 1, 3, 1, 3, 3, 2, 2, 1, 3, 3, 1, 3, 1, 1, 3, 1, 2, 3, 3, 1, 3, 2, 2, 1, 2, 3, 2, 2, 3, 1, 3, 3, 2, 1, 2, 3, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 3, 3, 1, 1, 2, 2, 3, 1, 1, 1, 2, 2, 3, 2, 3, 3, 3, 1, 3]",[],58,0,2,56,0,0.464,0.0,0.15384615384615385,0.5,0.0
3,Mark Chang,D,HD032,Rep,17233,0,85,0,9,76,0,"[1135288, 1135260, 1135297, 1149186, 1153917, 1161274, 1163037, 1162837, 1168018, 1168037, 1167967, 1167990, 1170363, 1173040, 1177690, 1177555, 1177509, 1180357, 1180391, 1182324, 1182311, 1182335, 1184988, 1185013, 1188663, 1188957, 1188924, 1188678, 1188980, 1188707, 1191491, 1191448, 1191516, 1191519, 1194186, 1194178, 1196233, 1196163, 1196793, 1196239, 1196159, 1196273, 1196868, 1196356, 1196816, 1196472, 1196829, 1196861, 1196658, 1196535, 1196586, 1196917, 1196629, 1196922, 1196547, 1196693, 1196389, 1196411, 1196882, 1196875, 1196554, 1196388, 1197003, 1196811, 1196533, 1196506, 1196529, 1196565, 1196950, 1196595, 1196524, 1196507, 1202968, 1203021, 1205301, 1208269, 1208279, 1208223, 1208161, 1209494, 1210871, 1215347, 1229621, 1196568, 1229657]",[],"[1135288, 1135260, 1135297, 1149186, 1196547, 1196524, 1202968, 1203021, 1210871]","[1153917, 1161274, 1163037, 1162837, 1168018, 1168037, 1167967, 1167990, 1170363, 1173040, 1177690, 1177555, 1177509, 1180357, 1180391, 1182324, 1182311, 1182335, 1184988, 1185013, 1188663, 1188957, 1188924, 1188678, 1188980, 1188707, 1191491, 1191448, 1191516, 1191519, 1194186, 1194178, 1196233, 1196163, 1196793, 1196239, 1196159, 1196273, 1196868, 1196356, 1196816, 1196472, 1196829, 1196861, 1196658, 1196535, 1196586, 1196917, 1196629, 1196922, 1196693, 1196389, 1196411, 1196882, 1196875, 1196554, 1196388, 1197003, 1196811, 1196533, 1196506, 1196529, 1196565, 1196950, 1196595, 1196507, 1205301, 1208269, 1208279, 1208223, 1208161, 1209494, 1215347, 1229621, 1196568, 1229657]",[],"[2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 3, 3, 3, 3, 4, 3, 1, 3, 2, 3, 1, 3, 1, 2, 1, 3, 1, 1, 1, 3, 1, 2, 3, 1, 3, 2, 3, 2, 1, 1, 3, 2, 1, 2, 2, 3, 1, 3, 3, 2, 3, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 3, 3, 1, 1, 1, 1, 3]",[],"[2, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 3, 1, 1, 3, 3, 3, 3, 3, 4, 3, 1, 3, 2, 3, 1, 3, 1, 2, 1, 3, 1, 1, 1, 3, 1, 2, 3, 1, 3, 2, 3, 2, 1, 1, 3, 2, 1, 2, 2, 3, 1, 3, 3, 2, 3, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 3, 3, 3, 1, 1, 1, 3]",[],29,0,0,29,0,0.3411764705882353,0.0,0.0,0.3815789473684211,0.0
4,Eric Ebersole,D,HD012,Rep,17234,0,130,0,15,115,0,"[1135325, 1149186, 1153917, 1157083, 1157070, 1157085, 1157074, 1161274, 1161306, 1161285, 1161298, 1162974, 1163050, 1162718, 1163037, 1162810, 1163063, 1162757, 1162850, 1167598, 1168060, 1168015, 1170416, 1170232, 1170297, 1170283, 1173066, 1173040, 1172929, 1172917, 1173062, 1172943, 1177697, 1177491, 1177612, 1177516, 1177661, 1177647, 1177579, 1177676, 1177555, 1177654, 1177630, 1177626, 1177494, 1180328, 1180407, 1180306, 1180303, 1180401, 1180310, 1182341, 1182349, 1182311, 1182335, 1182259, 1182301, 1184988, 1184955, 1184931, 1184941, 1185042, 1185031, 1188881, 1188620, 1188896, 1188805, 1188656, 1188802, 1188980, 1188595, 1188645, 1188846, 1188613, 1191496, 1191518, 1191532, 1191468, 1194064, 1194042, 1194178, 1194196, 1196285, 1196209, 1196253, 1196326, 1196793, 1196237, 1196273, 1196868, 1196481, 1196472, 1196829, 1196658, 1196543, 1196796, 1196719, 1196419, 1196428, 1196579, 1196992, 1196617, 1196610, 1196561, 1196582, 1197029, 1196411, 1196515, 1196388, 1196551, 1196811, 1196383, 1196781, 1197023, 1196901, 1196565, 1196950, 1196813, 1196566, 1196879, 1196507, 1196774, 1196873, 1196390, 1196839, 1196604, 1196730, 1208284, 1196568, 1229657]",[],"[1135325, 1157085, 1157074, 1167598, 1177579, 1177494, 1180401, 1182335, 1182301, 1184955, 1188805, 1196253, 1196617, 1196879, 1196839]","[1149186, 1153917, 1157083, 1157070, 1161274, 1161306, 1161285, 1161298, 1162974, 1163050, 1162718, 1163037, 1162810, 1163063, 1162757, 1162850, 1168060, 1168015, 1170416, 1170232, 1170297, 1170283, 1173066, 1173040, 1172929, 1172917, 1173062, 1172943, 1177697, 1177491, 1177612, 1177516, 1177661, 1177647, 1177676, 1177555, 1177654, 1177630, 1177626, 1180328, 1180407, 1180306, 1180303, 1180310, 1182341, 1182349, 1182311, 1182259, 1184988, 1184931, 1184941, 1185042, 1185031, 1188881, 1188620, 1188896, 1188656, 1188802, 1188980, 1188595, 1188645, 1188846, 1188613, 1191496, 1191518, 1191532, 1191468, 1194064, 1194042, 1194178, 1194196, 1196285, 1196209, 1196326, 1196793, 1196237, 1196273, 1196868, 1196481, 1196472, 1196829, 1196658, 1196543, 1196796, 1196719, 1196419, 1196428, 1196579, 1196992, 1196610, 1196561, 1196582, 1197029, 1196411, 1196515, 1196388, 1196551, 1196811, 1196383, 1196781, 1197023, 1196901, 1196565, 1196950, 1196813, 1196566, 1196507, 1196774, 1196873, 1196390, 1196604, 1196730, 1208284, 1196568, 1229657]",[],"[2, 1, 1, 3, 1, 3, 2, 1, 1, 3, 2, 1, 3, 1, 1, 3, 2, 1, 1, 2, 4, 3, 3, 3, 3, 3, 2, 3, 1, 2, 3, 3, 1, 1, 1, 3, 1, 1, 1, 2, 4, 1, 3, 2, 1, 2, 1, 3, 2, 3, 1, 3, 3, 3, 1, 3, 1, 3, 1, 1, 3, 3, 3, 2, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 2, 2, 1, 3, 1, 3, 1, 1, 3, 2, 2, 3, 2, 1, 2, 3, 3, 1, 3, 3, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 3, 3, 3, 1, 1, 2, 1, 1, 1, 3, 3, 1, 2, 3, 3, 3, 1, 2, 3, 1, 3]",[],"[2, 3, 2, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 3]","[1, 1, 3, 1, 1, 1, 3, 2, 1, 3, 1, 1, 3, 2, 1, 1, 4, 3, 3, 3, 3, 3, 2, 3, 1, 2, 3, 3, 1, 1, 1, 3, 1, 1, 2, 4, 1, 3, 2, 2, 1, 3, 2, 1, 3, 3, 3, 3, 3, 1, 3, 3, 3, 2, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 2, 2, 1, 3, 1, 3, 1, 3, 2, 2, 3, 2, 1, 2, 3, 3, 1, 3, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 3, 3, 3, 1, 1, 2, 1, 1, 1, 3, 1, 2, 3, 3, 1, 2, 3, 1, 3]",[],48,0,4,44,0,0.36923076923076925,0.0,0.26666666666666666,0.3826086956521739,0.0
5,Vanessa Atterbeary,D,HD013,Rep, 17420, 0,100,0,15,85,0,"[1135325, 1157077, 1157086, 1157081, 1157071, 1157074, 1161304, 1162908, 1163076, 1162837, 1162744, 1163024, 1163000, 1168060, 1168015, 1167990, 1167975, 1170416, 1170376, 1170297, 1170283, 1170256, 1173040, 1172910, 1177697, 1177690, 1177473, 1177676, 1177555, 1177654, 1177707, 1177494, 1180338, 1180391, 1180303, 1180299, 1182349, 1182311, 1182305, 1184978, 1184941, 1185031, 1188805, 1188861, 1188574, 1188605, 1188814, 1188713, 1188695, 1191524, 1191457, 1191509, 1191479, 1191462, 1194161, 1194186, 1194178, 1194192, 1194122, 1194199, 1196285, 1196793, 1196260, 1196273, 1196356, 1196816, 1196472, 1196415, 1196829, 1196861, 1196658, 1196535, 1196865, 1196917, 1196648, 1196579, 1196374, 1196478, 1196985, 1196502, 1196723, 1196532, 1196693, 1196848, 1197029, 1196732, 1197003, 1196383, 1196670, 1196565, 1196825, 1196507, 1196834, 1196835, 1196390, 1196730, 1208094, 1196568, 1229657, 1240823]",[],"[1170416, 1172910, 1180299, 1191524, 1191457, 1191479, 1196816, 1196472, 1196415, 1196861, 1196865, 1196693, 1196670, 1196825, 1208094]","[1135325, 1157077, 1157086, 1157081, 1157071, 1157074, 1161304, 1162908, 1163076, 1162837, 1162744, 1163024, 1163000, 1168060, 1168015, 1167990, 1167975, 1170376, 1170297, 1170283, 1170256, 1173040, 1177697, 1177690, 1177473, 1177676, 1177555, 1177654, 1177707, 1177494, 1180338, 1180391, 1180303, 1182349, 1182311, 1182305, 1184978, 1184941, 1185031, 1188805, 1188861, 1188574, 1188605, 1188814, 1188713, 1188695, 1191509, 1191462, 1194161, 1194186, 1194178, 1194192, 1194122, 1194199, 1196285, 1196793, 1196260, 1196273, 1196356, 1196829, 1196658, 1196535, 1196917, 1196648, 1196579, 1196374, 1196478, 1196985, 1196502, 1196723, 1196532, 1196848, 1197029, 1196732, 1197003, 1196383, 1196565, 1196507, 1196834, 1196835, 1196390, 1196730, 1196568, 1229657, 1240823]",[],"[2, 1, 1, 3, 3, 2, 3, 2, 1, 3, 3, 1, 1, 4, 3, 3, 1, 3, 1, 3, 3, 2, 3, 2, 1, 3, 1, 2, 4, 1, 1, 1, 1, 3, 2, 2, 3, 3, 3, 1, 3, 3, 1, 3, 1, 1, 3, 2, 3, 2, 3, 3, 2, 1, 2, 1, 3, 3, 3, 1, 3, 2, 2, 3, 1, 2, 2, 3, 3, 1, 3, 3, 1, 3, 1, 1, 1, 1, 3, 2, 1, 3, 3, 3, 1, 3, 1, 3, 2, 1, 2, 1, 2, 2, 3, 2, 3, 1, 3, 2]",[],"[3, 2, 2, 2, 3, 2, 2, 2, 3, 1, 1, 3, 2, 2, 3]","[2, 1, 1, 3, 3, 2, 3, 2, 1, 3, 3, 1, 1, 4, 3, 3, 1, 1, 3, 3, 2, 3, 1, 3, 1, 2, 4, 1, 1, 1, 1, 3, 2, 3, 3, 3, 1, 3, 3, 1, 3, 1, 1, 3, 2, 3, 3, 1, 2, 1, 3, 3, 3, 1, 3, 2, 2, 3, 1, 3, 3, 3, 3, 1, 1, 1, 1, 3, 2, 1, 3, 3, 1, 3, 1, 3, 1, 1, 2, 2, 3, 2, 1, 3, 2]",[],44,0,5,39,0,0.44,0.0,0.3333333333333333,0.4588235294117647,0.0
6,Dalya Attar,D,HD041,Rep, 20930, 0,35,0,1,34,0,"[1135325, 1161293, 1161287, 1162871, 1167533, 1168015, 1170363, 1170376, 1177697, 1177555, 1180338, 1184941, 1184996, 1188747, 1188881, 1188921, 1191467, 1194109, 1196861, 1196535, 1196428, 1196610, 1196554, 1196533, 1196979, 1196522, 1196595, 1196662, 1196777, 1196733, 1196431, 1196458, 1196626, 1203095, 1229657]",[],[1196733],"[1135325, 1161293, 1161287, 1162871, 1167533, 1168015, 1170363, 1170376, 1177697, 1177555, 1180338, 1184941, 1184996, 1188747, 1188881, 1188921, 1191467, 1194109, 1196861, 1196535, 1196428, 1196610, 1196554, 1196533, 1196979, 1196522, 1196595, 1196662, 1196777, 1196431, 1196458, 1196626, 1203095, 1229657]",[],"[2, 1, 2, 2, 3, 3, 3, 1, 1, 4, 1, 3, 2, 3, 2, 3, 3, 1, 1, 3, 2, 2, 1, 1, 2, 1, 1, 1, 3, 2, 3, 3, 3, 1, 3]",[],[2],"[2, 1, 2, 2, 3, 3, 3, 1, 1, 4, 1, 3, 2, 3, 2, 3, 3, 1, 1, 3, 2, 2, 1, 1, 2, 1, 1, 1, 3, 3, 3, 3, 1, 3]",[],14,0,0,14,0,0.4,0.0,0.0,0.4117647058823529,0.0
7,Kumar Barve,D,HD017,Rep, 4536, 0,62,0,5,57,0,"[1135325, 1161287, 1162810, 1163076, 1162850, 1168060, 1168009, 1173040, 1173059, 1177683, 1177647, 1177555, 1177654, 1180407, 1180391, 1180303, 1182324, 1182305, 1184978, 1184941, 1188964, 1188896, 1188957, 1188656, 1188924, 1188763, 1188695, 1191457, 1191449, 1191478, 1194042, 1194178, 1194199, 1196236, 1196793, 1196273, 1196472, 1196941, 1196829, 1196658, 1196949, 1196994, 1196796, 1196719, 1196579, 1197029, 1196411, 1196934, 1196943, 1196565, 1197027, 1196777, 1196733, 1196431, 1196458, 1196626, 1200947, 1208064, 1221961, 1229627, 1229657, 1240823]",[],"[1188656, 1196236, 1196949, 1221961, 1229627]","[1135325, 1161287, 1162810, 1163076, 1162850, 1168060, 1168009, 1173040, 1173059, 1177683, 1177647, 1177555, 1177654, 1180407, 1180391, 1180303, 1182324, 1182305, 1184978, 1184941, 1188964, 1188896, 1188957, 1188924, 1188763, 1188695, 1191457, 1191449, 1191478, 1194042, 1194178, 1194199, 1196793, 1196273, 1196472, 1196941, 1196829, 1196658, 1196994, 1196796, 1196719, 1196579, 1197029, 1196411, 1196934, 1196943, 1196565, 1197027, 1196777, 1196733, 1196431, 1196458, 1196626, 1200947, 1208064, 1229657, 1240823]",[],"[2, 2, 3, 1, 1, 4, 3, 3, 3, 4, 1, 4, 1, 1, 3, 2, 2, 3, 1, 3, 1, 1, 1, 1, 3, 1, 3, 3, 3, 1, 1, 3, 1, 3, 2, 3, 2, 3, 3, 3, 3, 2, 3, 3, 1, 1, 1, 3, 3, 1, 1, 3, 2, 3, 3, 3, 1, 3, 3, 1, 3, 2]",[],"[1, 3, 3, 3, 1]","[2, 2, 3, 1, 1, 4, 3, 3, 3, 4, 1, 4, 1, 1, 3, 2, 2, 3, 1, 3, 1, 1, 1, 3, 1, 3, 3, 3, 1, 1, 3, 1, 2, 3, 2, 3, 3, 3, 2, 3, 3, 1, 1, 1, 3, 3, 1, 1, 3, 2, 3, 3, 3, 1, 3, 3, 2]",[],32,0,3,29,0,0.5161290322580645,0.0,0.6,0.5087719298245614,0.0
