,relationship,first_name,second_name,co_bills,co_bills_status,co_bills_total
13238,Douglas PetersKathy Szeliga,Douglas Peters,Kathy Szeliga,[],[],0
13237,Douglas PetersTony Knotts,Douglas Peters,Tony Knotts,[],[],0
13236,Douglas PetersRobbyn Lewis,Douglas Peters,Robbyn Lewis,[],[],0
13235,Douglas PetersSid Saab,Douglas Peters,Sid Saab,[],[],0
13261,Carlos SanchezDouglas Peters,Carlos Sanchez,Douglas Peters,[],[],0
13263,Douglas PetersMary Washington,Douglas Peters,Mary Washington,[],[],0
13286,Douglas PetersGlen Glass,Douglas Peters,Glen Glass,[],[],0
13264,Douglas PetersHoward County Senators,Douglas Peters,Howard County Senators,[],[],0
13285,Douglas PetersRobin Grammer,Douglas Peters,Robin Grammer,[],[],0
13283,Ana GutierrezDouglas Peters,Ana Gutierrez,Douglas Peters,[],[],0
13282,Douglas PetersPatrick McDonough,Douglas Peters,Patrick McDonough,[],[],0
13281,Cory McCrayDouglas Peters,Cory McCray,Douglas Peters,[],[],0
13280,Douglas PetersKeith Haynes,Douglas Peters,Keith Haynes,[],[],0
13279,Douglas PetersSusan McComas,Douglas Peters,Susan McComas,[],[],0
13278,Douglas PetersMichael Malone,Douglas Peters,Michael Malone,[],[],0
13277,Carolyn HowardDouglas Peters,Carolyn Howard,Douglas Peters,[],[],0
13276,Douglas PetersWestern Maryland Delegation,Douglas Peters,Western Maryland Delegation,[],[],0
13275,Bob LongDouglas Peters,Bob Long,Douglas Peters,[],[],0
13274,Douglas PetersJay Jalisi,Douglas Peters,Jay Jalisi,[],[],0
13272,Douglas PetersWashington County Delegation,Douglas Peters,Washington County Delegation,[],[],0
13271,Douglas PetersJohn Cluster,Douglas Peters,John Cluster,[],[],0
13270,Douglas PetersShane Pendergrass,Douglas Peters,Shane Pendergrass,[],[],0
13269,Diana FennellDouglas Peters,Diana Fennell,Douglas Peters,[],[],0
13268,Douglas PetersMark Chang,Douglas Peters,Mark Chang,[],[],0
13267,David VogtDouglas Peters,David Vogt,Douglas Peters,[],[],0
13266,Douglas PetersMontgomery County Senators,Douglas Peters,Montgomery County Senators,[],[],0
13265,Douglas PetersTheodore Sophocleus,Douglas Peters,Theodore Sophocleus,[],[],0
13378,Chris WestSheila Hixson,Chris West,Sheila Hixson,[],[],0
13381,Christopher AdamsSheila Hixson,Christopher Adams,Sheila Hixson,[],[],0
13382,Baltimore City DelegationSheila Hixson,Baltimore City Delegation,Sheila Hixson,[],[],0
13505,Herbert McMillanMary Ann Lisanti,Herbert McMillan,Mary Ann Lisanti,[],[],0
13503,Health and Government OperationsMary Ann Lisanti,Health and Government Operations,Mary Ann Lisanti,[],[],0
13502,Elizabeth ProctorMary Ann Lisanti,Elizabeth Proctor,Mary Ann Lisanti,[],[],0
13500,Anne HealeyMary Ann Lisanti,Anne Healey,Mary Ann Lisanti,[],[],0
13498,Justin ReadyMary Ann Lisanti,Justin Ready,Mary Ann Lisanti,[],[],0
13495,Bob CassillyMary Ann Lisanti,Bob Cassilly,Mary Ann Lisanti,[],[],0
13494,Mary Ann LisantiWayne Norman,Mary Ann Lisanti,Wayne Norman,[],[],0
13493,Dana SteinMary Ann Lisanti,Dana Stein,Mary Ann Lisanti,[],[],0
13490,Brian FeldmanMary Ann Lisanti,Brian Feldman,Mary Ann Lisanti,[],[],0
13489,Mary Ann LisantiWilliam Smith,Mary Ann Lisanti,William Smith,[],[],0
13488,Mary Ann LisantiStephen Hershey,Mary Ann Lisanti,Stephen Hershey,[],[],0
13485,James RosapepeMary Ann Lisanti,James Rosapepe,Mary Ann Lisanti,[],[],0
13484,Mary Ann LisantiWilliam Ferguson,Mary Ann Lisanti,William Ferguson,[],[],0
13481,Delores KelleyMary Ann Lisanti,Delores Kelley,Mary Ann Lisanti,[],[],0
13478,Mary Ann LisantiThe President,Mary Ann Lisanti,The President,[],[],0
13477,Mary Ann LisantiSusan Krebs,Mary Ann Lisanti,Susan Krebs,[],[],0
13474,Mary Ann LisantiRobert Zirkin,Mary Ann Lisanti,Robert Zirkin,[],[],0
13473,Mary Ann LisantiPaul Corderman,Mary Ann Lisanti,Paul Corderman,[],[],0
13471,Mary Ann LisantiTrent Kittleman,Mary Ann Lisanti,Trent Kittleman,[],[],0
13469,Mary Ann LisantiRichard Madaleno,Mary Ann Lisanti,Richard Madaleno,[],[],0
13504,Edward ReillyMary Ann Lisanti,Edward Reilly,Mary Ann Lisanti,[],[],0
13510,Mary Ann LisantiPrince George's County Delegation,Mary Ann Lisanti,Prince George's County Delegation,[],[],0
13465,Angela GibsonMary Ann Lisanti,Angela Gibson,Mary Ann Lisanti,[],[],0
13513,Cheryl KaganMary Ann Lisanti,Cheryl Kagan,Mary Ann Lisanti,[],[],0
13542,Baltimore City DelegationMary Ann Lisanti,Baltimore City Delegation,Mary Ann Lisanti,[],[],0
13541,Christopher AdamsMary Ann Lisanti,Christopher Adams,Mary Ann Lisanti,[],[],0
13539,Mary Ann LisantiNicholaus Kipke,Mary Ann Lisanti,Nicholaus Kipke,[],[],0
13536,Andrew SerafiniMary Ann Lisanti,Andrew Serafini,Mary Ann Lisanti,[],[],0
13534,Gail BatesMary Ann Lisanti,Gail Bates,Mary Ann Lisanti,[],[],0
13532,Mary Ann LisantiWendell Beitzel,Mary Ann Lisanti,Wendell Beitzel,[],[],0
13531,Mary Ann LisantiMatt Morgan,Mary Ann Lisanti,Matt Morgan,[],[],0
13530,Mary Ann LisantiThomas Miller,Mary Ann Lisanti,Thomas Miller,[],[],0
13529,Mary Ann LisantiMichael Hough,Mary Ann Lisanti,Michael Hough,[],[],0
13527,Marice MoralesMary Ann Lisanti,Marice Morales,Mary Ann Lisanti,[],[],0
13525,Mary Ann LisantiPaul Pinsky,Mary Ann Lisanti,Paul Pinsky,[],[],0
13523,Joanne BensonMary Ann Lisanti,Joanne Benson,Mary Ann Lisanti,[],[],0
13522,Mary Ann LisantiRonald Young,Mary Ann Lisanti,Ronald Young,[],[],0
13521,Mary Ann LisantiSusan Lee,Mary Ann Lisanti,Susan Lee,[],[],0
13520,Charles SydnorMary Ann Lisanti,Charles Sydnor,Mary Ann Lisanti,[],[],0
13519,Jerry ClarkMary Ann Lisanti,Jerry Clark,Mary Ann Lisanti,[],[],0
13518,Mary Ann LisantiUlysses Currie,Mary Ann Lisanti,Ulysses Currie,[],[],0
13517,Cecil County SenatorsMary Ann Lisanti,Cecil County Senators,Mary Ann Lisanti,[],[],0
13516,Joseph VallarioMary Ann Lisanti,Joseph Vallario,Mary Ann Lisanti,[],[],0
13468,Mary Ann LisantiMichael Busch,Mary Ann Lisanti,Michael Busch,[],[],0
13462,Mary Ann LisantiNancy King,Mary Ann Lisanti,Nancy King,[],[],0
13383,Ned CareySheila Hixson,Ned Carey,Sheila Hixson,[],[],0
13416,Nathaniel McFaddenSheila Hixson,Nathaniel McFadden,Sheila Hixson,[],[],0
13414,Mary CarozzaSheila Hixson,Mary Carozza,Sheila Hixson,[],[],0
13413,Andrew CassillySheila Hixson,Andrew Cassilly,Sheila Hixson,[],[],0
13410,J.B. JenningsSheila Hixson,J.B. Jennings,Sheila Hixson,[],[],0
13409,Neil ParrottSheila Hixson,Neil Parrott,Sheila Hixson,[],[],0
13407,Sheila HixsonVictor Ramirez,Sheila Hixson,Victor Ramirez,[],[],0
13406,Sheila HixsonWilliam Wivell,Sheila Hixson,William Wivell,[],[],0
13404,Sheila HixsonStephen Waugh,Sheila Hixson,Stephen Waugh,[],[],0
13403,James BrochinSheila Hixson,James Brochin,Sheila Hixson,[],[],0
13402,Johnny SallingSheila Hixson,Johnny Salling,Sheila Hixson,[],[],0
13401,Deb ReySheila Hixson,Deb Rey,Sheila Hixson,[],[],0
13399,Kathy SzeligaSheila Hixson,Kathy Szeliga,Sheila Hixson,[],[],0
13395,Mark FisherSheila Hixson,Mark Fisher,Sheila Hixson,[],[],0
13394,Richard ImpallariaSheila Hixson,Richard Impallaria,Sheila Hixson,[],[],0
13392,John AstleSheila Hixson,John Astle,Sheila Hixson,[],[],0
13391,Roger MannoSheila Hixson,Roger Manno,Sheila Hixson,[],[],0
13389,Sheila HixsonWilliam Folden,Sheila Hixson,William Folden,[],[],0
13388,Sheila HixsonWarren Miller,Sheila Hixson,Warren Miller,[],[],0
13387,Sheila HixsonTony McConkey,Sheila Hixson,Tony McConkey,[],[],0
13385,Barbara RobinsonSheila Hixson,Barbara Robinson,Sheila Hixson,[],[],0
13415,AppropriationsSheila Hixson,Appropriations,Sheila Hixson,[],[],0
13418,Nathaniel OaksSheila Hixson,Nathaniel Oaks,Sheila Hixson,[],[],0
13459,Anne Arundel County SenatorsMary Ann Lisanti,Anne Arundel County Senators,Mary Ann Lisanti,[],[],0
13420,Barrie CilibertiSheila Hixson,Barrie Ciliberti,Sheila Hixson,[],[],0
13458,Adelaide EckardtMary Ann Lisanti,Adelaide Eckardt,Mary Ann Lisanti,[],[],0
13457,Bryan SimonaireMary Ann Lisanti,Bryan Simonaire,Mary Ann Lisanti,[],[],0
13455,Mary Ann LisantiMary Ann Lisanti,Mary Ann Lisanti,Mary Ann Lisanti,[],[],0
13454,Baltimore City SenatorsSheila Hixson,Baltimore City Senators,Sheila Hixson,[],[],0
13452,Bob FlanaganSheila Hixson,Bob Flanagan,Sheila Hixson,[],[],0
13448,Ric MetzgarSheila Hixson,Ric Metzgar,Sheila Hixson,[],[],0
13447,Glen GlassSheila Hixson,Glen Glass,Sheila Hixson,[],[],0
13446,Robin GrammerSheila Hixson,Robin Grammer,Sheila Hixson,[],[],0
13445,Charles MuseSheila Hixson,Charles Muse,Sheila Hixson,[],[],0
13443,Patrick McDonoughSheila Hixson,Patrick McDonough,Sheila Hixson,[],[],0
13440,Sheila HixsonSusan McComas,Sheila Hixson,Susan McComas,[],[],0
13439,Michael MaloneSheila Hixson,Michael Malone,Sheila Hixson,[],[],0
13437,Sheila HixsonWestern Maryland Delegation,Sheila Hixson,Western Maryland Delegation,[],[],0
13434,James DeGrangeSheila Hixson,James DeGrange,Sheila Hixson,[],[],0
13433,Sheila HixsonWashington County Delegation,Sheila Hixson,Washington County Delegation,[],[],0
13432,John ClusterSheila Hixson,John Cluster,Sheila Hixson,[],[],0
13428,David VogtSheila Hixson,David Vogt,Sheila Hixson,[],[],0
13427,Montgomery County SenatorsSheila Hixson,Montgomery County Senators,Sheila Hixson,[],[],0
13425,Howard County SenatorsSheila Hixson,Howard County Senators,Sheila Hixson,[],[],0
13234,Douglas PetersMark Fisher,Douglas Peters,Mark Fisher,[],[],0
13233,Douglas PetersRichard Impallaria,Douglas Peters,Richard Impallaria,[],[],0
13232,Douglas PetersSeth Howard,Douglas Peters,Seth Howard,[],[],0
13058,Christopher AdamsJay Walker,Christopher Adams,Jay Walker,[],[],0
13056,Jay WalkerNicholaus Kipke,Jay Walker,Nicholaus Kipke,[],[],0
13055,Chris WestJay Walker,Chris West,Jay Walker,[],[],0
13053,Andrew SerafiniJay Walker,Andrew Serafini,Jay Walker,[],[],0
13051,Gail BatesJay Walker,Gail Bates,Jay Walker,[],[],0
13049,Jay WalkerWendell Beitzel,Jay Walker,Wendell Beitzel,[],[],0
13048,Jay WalkerMatt Morgan,Jay Walker,Matt Morgan,[],[],0
13047,Jay WalkerThomas Miller,Jay Walker,Thomas Miller,[],[],0
13046,Jay WalkerMichael Hough,Jay Walker,Michael Hough,[],[],0
13042,Jay WalkerPaul Pinsky,Jay Walker,Paul Pinsky,[],[],0
13040,Jay WalkerJoanne Benson,Jay Walker,Joanne Benson,[],[],0
13039,Jay WalkerRonald Young,Jay Walker,Ronald Young,[],[],0
13038,Jay WalkerSusan Lee,Jay Walker,Susan Lee,[],[],0
13036,Jay WalkerJerry Clark,Jay Walker,Jerry Clark,[],[],0
13035,Jay WalkerUlysses Currie,Jay Walker,Ulysses Currie,[],[],0
13034,Cecil County SenatorsJay Walker,Cecil County Senators,Jay Walker,[],[],0
13031,Jay WalkerThe Speaker,Jay Walker,The Speaker,[],[],0
13030,Cheryl KaganJay Walker,Cheryl Kagan,Jay Walker,[],[],0
13027,Jay WalkerPrince George's County Delegation,Jay Walker,Prince George's County Delegation,[],[],0
13023,Jay WalkerMike Mckay,Jay Walker,Mike Mckay,[],[],0
13057,Haven ShoemakerJay Walker,Haven Shoemaker,Jay Walker,[],[],0
13059,Baltimore City DelegationJay Walker,Baltimore City Delegation,Jay Walker,[],[],0
13021,Edward ReillyJay Walker,Edward Reilly,Jay Walker,[],[],0
13062,Barbara RobinsonJay Walker,Barbara Robinson,Jay Walker,[],[],0
13090,Andrew CassillyJay Walker,Andrew Cassilly,Jay Walker,[],[],0
13087,J.B. JenningsJay Walker,J.B. Jennings,Jay Walker,[],[],0
13086,Jay WalkerNeil Parrott,Jay Walker,Neil Parrott,[],[],0
13084,Jay WalkerVictor Ramirez,Jay Walker,Victor Ramirez,[],[],0
13083,Jay WalkerWilliam Wivell,Jay Walker,William Wivell,[],[],0
13081,Jay WalkerStephen Waugh,Jay Walker,Stephen Waugh,[],[],0
13080,James BrochinJay Walker,James Brochin,Jay Walker,[],[],0
13079,Jay WalkerJohnny Salling,Jay Walker,Johnny Salling,[],[],0
13078,Deb ReyJay Walker,Deb Rey,Jay Walker,[],[],0
13076,Jay WalkerKathy Szeliga,Jay Walker,Kathy Szeliga,[],[],0
13073,Jay WalkerSid Saab,Jay Walker,Sid Saab,[],[],0
13072,Jay WalkerMark Fisher,Jay Walker,Mark Fisher,[],[],0
13071,Jay WalkerRichard Impallaria,Jay Walker,Richard Impallaria,[],[],0
13070,Jay WalkerSeth Howard,Jay Walker,Seth Howard,[],[],0
13069,Jay WalkerJohn Astle,Jay Walker,John Astle,[],[],0
13068,Jay WalkerRoger Manno,Jay Walker,Roger Manno,[],[],0
13066,Jay WalkerWilliam Folden,Jay Walker,William Folden,[],[],0
13065,Jay WalkerWarren Miller,Jay Walker,Warren Miller,[],[],0
13064,Jay WalkerTony McConkey,Jay Walker,Tony McConkey,[],[],0
13022,Herbert McMillanJay Walker,Herbert McMillan,Jay Walker,[],[],0
13020,Health and Government OperationsJay Walker,Health and Government Operations,Jay Walker,[],[],0
